--------- beginning of system
I/Vold    (  150): Vold 2.1 (the revenge) firing up
D/VoldCmdListener(  150): cryptfs mountdefaultencrypted
I/cr_ChildProcessService(15492): Creating new ChildProcessService pid=15492
I/cr_LibraryLoader(15492): Using linker: org.chromium.base.library_loader.LegacyLinker
W/linker  (15492): libchromium_android_linker.so: unused DT entry: type 0x6ffffffe arg 0xce8
W/linker  (15492): libchromium_android_linker.so: unused DT entry: type 0x6fffffff arg 0x3
I/cr_LibraryLoader(15492): Loading chrome from within /data/app/com.android.chrome-2/base.apk
I/cr_LibraryLoader(15492): Time to load native libraries: 33 ms (timestamps 5537-5570)
I/chromium(15492): [INFO:library_loader_hooks.cc(136)] Chromium logging enabled: level = 0, default verbosity = 0
I/cr_LibraryLoader(15492): Expected native library version number "61.0.3163.98", actual native library version number "61.0.3163.98"
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
E/WifiStateMachine(  471): WifiStateMachine CMD_START_SCAN source -2 txSuccessRate=0.15 rxSuccessRate=0.18 targetRoamBSSID=02:1d:aa:3c:3d:e8 RSSI=-53
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/ctxmgr  ( 1173): [AclManager]No 2 for (accnt=account#-517948760#, com.google.android.gms(10008):IndoorOutdoorProducer, vrsn=12685000, 0, 3pPkg = null ,  3pMdlId = null ,  pid = 1173). Was: 3 for 57, account#-517948760#
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
I/Icing   ( 1040): IndexChimeraService.getServiceInterface callingPackage=com.android.chrome componentName=null serviceId=36
I/vgn     ( 1173): 19-GetFileDescriptorAndDelete -- metadata{ service_id: 0 }
I/Icing   ( 1040): Usage reports ok 0, Failed Usage reports 0, indexed 0, rejected 0, imm upload false
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
I/Icing   ( 1040): Indexing 94FBE96EEF13B8AC56FE8C01687FD8A6012559AC from com.android.chrome
I/Icing   ( 1040): Indexing done 94FBE96EEF13B8AC56FE8C01687FD8A6012559AC
I/Icing   ( 1040): IndexChimeraService.getServiceInterface callingPackage=com.google.android.inputmethod.latin componentName=null serviceId=66
I/vgn     ( 1173): 19-GetFileDescriptorAndDelete -- metadata{ service_id: 0 }
I/Icing   ( 1040): Usage reports ok 0, Failed Usage reports 0, indexed 0, rejected 0, imm upload false
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
I/chromium(15492): [INFO:child_process_service_impl.cc(70)] ChildProcessServiceImpl: Exiting child process.
W/libprocessgroup(  471): failed to open /acct/uid_10035/pid_15492/cgroup.procs: No such file or directory
I/ActivityManager(  471): Process com.android.chrome:sandboxed_process3 (pid 15492) has died
W/ActivityManager(  471): Scheduling restart of crashed service com.android.chrome/org.chromium.content.app.SandboxedProcessService3 in 1000ms
W/chromium(15034): [WARNING:compositor_view.cc(255)] Child process disconnected (type=6) pid=15492)
W/cr_ChildProcessConn(15034): onServiceDisconnected (crash or killed by oom): pid=15492
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
E/WifiStateMachine(  471): WifiStateMachine CMD_START_SCAN source -2 txSuccessRate=0.70 rxSuccessRate=0.95 targetRoamBSSID=02:1d:aa:3c:3d:e8 RSSI=-55
E/WifiStateMachine(  471): WifiStateMachine starting scan for "BagelPeace"WPA_PSK with 2462,5180
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
D/AndroidRuntime(15602): >>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<
D/AndroidRuntime(15602): CheckJNI is OFF
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
D/AndroidRuntime(15602): Calling main entry com.android.commands.am.Am
I/Trepn   (14984): Trepn 6.2s: Received intent: com.quicinc.trepn.stop_profiling
I/Trepn   (14984): Trepn 6.2s: Trepn has Stopped Profiling.
D/AndroidRuntime(15602): Shutting down VM
D/AndroidRuntime(15626): >>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<
D/AndroidRuntime(15626): CheckJNI is OFF
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
D/AndroidRuntime(15626): Calling main entry com.android.commands.am.Am
I/ActivityManager(  471): Force stopping com.android.chrome appid=10035 user=0: from pid 15626
I/ActivityManager(  471): Killing 15106:com.android.chrome:privileged_process0/u0a35 (adj 0): stop com.android.chrome
W/chromium(15034): [WARNING:compositor_view.cc(255)] Child process disconnected (type=9) pid=15106)
W/ActivityManager(  471): Scheduling restart of crashed service com.android.chrome/org.chromium.content.app.PrivilegedProcessService0 in 1000ms
I/ActivityManager(  471): Killing 15034:com.android.chrome/u0a35 (adj 0): stop com.android.chrome
D/ConnectivityService(  471): ConnectivityService NetworkRequestInfo binderDied(NetworkRequest [ id=41, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ], android.os.BinderProxy@3a7ca2f0)
I/WindowState(  471): WIN DEATH: Window{2ddbbb3f u0 com.android.chrome/org.chromium.chrome.browser.ChromeTabbedActivity}
D/ConnectivityService(  471): releasing NetworkRequest NetworkRequest [ id=41, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
W/WindowManager(  471): Force-removing child win Window{1ea4cf6a u0 SurfaceView} from container Window{2ddbbb3f u0 com.android.chrome/org.chromium.chrome.browser.ChromeTabbedActivity}
D/ConnectivityService(  471): ConnectivityService NetworkRequestInfo binderDied(NetworkRequest [ id=44, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ], android.os.BinderProxy@1656b069)
E/ConnectivityService(  471): RemoteException caught trying to send a callback msg for NetworkRequest [ id=41, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
D/ConnectivityService(  471): releasing NetworkRequest NetworkRequest [ id=44, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
E/ConnectivityService(  471): RemoteException caught trying to send a callback msg for NetworkRequest [ id=44, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
W/WindowManager(  471): Failed looking up window
W/WindowManager(  471): java.lang.IllegalArgumentException: Requested window android.os.BinderProxy@d7dc955 does not exist
W/WindowManager(  471): 	at com.android.server.wm.WindowManagerService.windowForClientLocked(WindowManagerService.java:8539)
W/WindowManager(  471): 	at com.android.server.wm.WindowManagerService.windowForClientLocked(WindowManagerService.java:8530)
W/WindowManager(  471): 	at com.android.server.wm.WindowState$DeathRecipient.binderDied(WindowState.java:1142)
W/WindowManager(  471): 	at android.os.BinderProxy.sendDeathNotice(Binder.java:551)
I/WindowState(  471): WIN DEATH: null
E/lowmemorykiller(  148): Error writing /proc/15226/oom_score_adj; errno=22
W/ActivityManager(  471): Exception when unbinding service com.android.chrome/org.chromium.content.app.SandboxedProcessService2
W/ActivityManager(  471): android.os.DeadObjectException
W/ActivityManager(  471): 	at android.os.BinderProxy.transactNative(Native Method)
W/ActivityManager(  471): 	at android.os.BinderProxy.transact(Binder.java:496)
W/ActivityManager(  471): 	at android.app.ApplicationThreadProxy.scheduleUnbindService(ApplicationThreadNative.java:921)
W/ActivityManager(  471): 	at com.android.server.am.ActiveServices.removeConnectionLocked(ActiveServices.java:1795)
W/ActivityManager(  471): 	at com.android.server.am.ActiveServices.killServicesLocked(ActiveServices.java:2193)
W/ActivityManager(  471): 	at com.android.server.am.ActivityManagerService.cleanUpApplicationRecordLocked(ActivityManagerService.java:14895)
W/ActivityManager(  471): 	at com.android.server.am.ActivityManagerService.handleAppDiedLocked(ActivityManagerService.java:4552)
W/ActivityManager(  471): 	at com.android.server.am.ActivityManagerService.removeProcessLocked(ActivityManagerService.java:5789)
W/ActivityManager(  471): 	at com.android.server.am.ActivityManagerService.killPackageProcessesLocked(ActivityManagerService.java:5594)
W/ActivityManager(  471): 	at com.android.server.am.ActivityManagerService.forceStopPackageLocked(ActivityManagerService.java:5655)
W/ActivityManager(  471): 	at com.android.server.am.ActivityManagerService.forceStopPackageLocked(ActivityManagerService.java:5499)
W/ActivityManager(  471): 	at com.android.server.am.ActivityManagerService.forceStopPackage(ActivityManagerService.java:5309)
W/ActivityManager(  471): 	at android.app.ActivityManagerNative.onTransact(ActivityManagerNative.java:1461)
W/ActivityManager(  471): 	at com.android.server.am.ActivityManagerService.onTransact(ActivityManagerService.java:2208)
W/ActivityManager(  471): 	at android.os.Binder.execTransact(Binder.java:446)
I/ActivityManager(  471): Killing 15226:com.android.chrome:sandboxed_process0/u0a35i29 (adj 0): isolated not needed
W/libprocessgroup(  471): failed to open /acct/uid_10035/pid_15226/cgroup.procs: No such file or directory
E/lowmemorykiller(  148): Error opening /proc/15365/oom_score_adj; errno=2
W/ActivityManager(  471): Force removing ActivityRecord{f2f8a62 u0 com.android.chrome/org.chromium.chrome.browser.ChromeTabbedActivity t4251}: app died, no saved state
I/ActivityManager(  471): Killing 15365:com.android.chrome:sandboxed_process2/u0a35i31 (adj 9): isolated not needed
W/libprocessgroup(  471): failed to open /acct/uid_10035/pid_15365/cgroup.procs: No such file or directory
D/AndroidRuntime(15626): Shutting down VM
W/ActivityManager(  471): Spurious death for ProcessRecord{6e4d6d6 15106:com.android.chrome:privileged_process0/u0a35}, curProc for 15106: null
W/ActivityManager(  471): Spurious death for ProcessRecord{142afdd8 15034:com.android.chrome/u0a35}, curProc for 15034: null
W/InputMethodManagerService(  471): Got RemoteException sending setActive(false) notification to pid 15034 uid 10035
W/SessionLifecycleManager( 1061): Handover failed. Creating new session controller.
D/BluetoothAdapter( 1061): 831459077: getState() :  mService = null. Returning STATE_OFF
D/BluetoothAdapter( 1061): 831459077: getState() :  mService = null. Returning STATE_OFF
I/VoiceSearchSettings( 1061): Hotword upgrade key is null!
I/OptInState( 1061): There is a new client and it does not support opt-in. Dropping request.
W/LocationOracle( 1061): No location history returned by ContextManager
I/MicroDetectionWorker( 1061): #updateMicroDetector [detectionMode: [mDetectionMode: [1]]]
I/MicroDetectionWorker( 1061): #startMicroDetector [speakerMode: 0]
D/BluetoothAdapter( 1061): 831459077: getState() :  mService = null. Returning STATE_OFF
D/BluetoothAdapter( 1061): 831459077: getState() :  mService = null. Returning STATE_OFF
I/VoiceSearchSettings( 1061): Hotword upgrade key is null!
D/BluetoothAdapter( 1061): 831459077: getState() :  mService = null. Returning STATE_OFF
I/VoiceSearchSettings( 1061): Hotword upgrade key is null!
I/MicroDetectionWorker( 1061): onReady
D/BluetoothAdapter( 1061): 831459077: getState() :  mService = null. Returning STATE_OFF
I/MicroRecognitionRunner( 1061): Starting detection.
I/MicrophoneInputStream( 1061): mic_starting com.google.android.apps.gsa.speech.audio.af@2f9be462
I/SoundTriggerHwService::Module(  204): void android::SoundTriggerHwService::Module::onCallbackEvent(const android::sp<android::SoundTriggerHwService::CallbackEvent>&) mClient == 0
I/AudioFlinger(  204): AudioFlinger's thread 0xab3475c0 ready to run
I/MicrophoneInputStream( 1061): mic_started com.google.android.apps.gsa.speech.audio.af@2f9be462
I/GeofencerStateMachine( 1173): sendNewTransitions called.
W/ctxmgr  ( 1173): [AclManager]No 3 for (accnt=account#-517948760#, com.google.android.gms(10008):UserVelocityProducer, vrsn=12685011, 0, 3pPkg = null ,  3pMdlId = null ,  pid = 1173). Was: 3 for 1, account#-517948760#
E/SQLiteLog( 1173): (2067) abort at 35 in [INSERT INTO context(context_name,end_time,context_family,module_id,version,sync_state_mod_time_millis,start_time,sync_state,context_id,time_type,proto_blob) VALUES (?,?,?,?,?,?,?,?,?,?,?)]: UNI
E/SQLiteLog( 1173): (2067) abort at 35 in [INSERT INTO context(context_name,end_time,context_family,module_id,version,sync_state_mod_time_millis,start_time,sync_state,context_id,time_type,proto_blob) VALUES (?,?,?,?,?,?,?,?,?,?,?)]: UNI
E/SQLiteLog( 1173): (2067) abort at 35 in [INSERT INTO context(context_name,end_time,context_family,module_id,version,sync_state_mod_time_millis,start_time,sync_state,context_id,time_type,proto_blob) VALUES (?,?,?,?,?,?,?,?,?,?,?)]: UNI
I/vgn     ( 1173): 67-RequestPlaceUpdates -- metadata{ service_id: 0 }
D/AndroidRuntime(15647): >>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<
D/AndroidRuntime(15647): CheckJNI is OFF
I/MicroDetectionWorker( 1061): onReady
I/art     ( 1173): Explicit concurrent mark sweep GC freed 132341(6MB) AllocSpace objects, 39(2MB) LOS objects, 37% free, 26MB/42MB, paused 4.218ms total 161.423ms
I/GeofencerStateMachine( 1173): removeGeofences: removeRequest=RemoveGeofencingRequest[REMOVE_BY_PENDING_INTENT pendingIntent=PendingIntent[creatorPackage=com.google.android.gms], packageName=null]
W/OpenGLRenderer(  980): Incorrectly called buildLayer on View: ShortcutAndWidgetContainer, destroying layer...
I/GeofencerStateMachine( 1173): removeGeofences: removeRequest=RemoveGeofencingRequest[REMOVE_BY_PENDING_INTENT pendingIntent=PendingIntent[creatorPackage=com.google.android.gms], packageName=null]
I/PlaceInferenceEngine( 1173): [anon] Changed inference mode: 0
W/ctxmgr  ( 1173): [AclManager]No 2 for (accnt=account#-517948760#, com.google.android.gms(10008):UserLocationProducer, vrsn=12685000, 0, 3pPkg = null ,  3pMdlId = null ,  pid = 1173). Was: 3 for 1, account#-517948760#
W/ctxmgr  ( 1173): [AclManager]No 2 for (accnt=account#1644684176#, com.google.android.gms(10008):UserLocationProducer, vrsn=12685000, 0, 3pPkg = null ,  3pMdlId = null ,  pid = 1173). Was: 2 for 1, account#1644684176#
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/ctxmgr  ( 1173): [AclManager]No 2 for (accnt=account#1813920180#, com.google.android.gms(10008):UserLocationProducer, vrsn=12685000, 0, 3pPkg = null ,  3pMdlId = null ,  pid = 1173). Was: 2 for 1, account#1813920180#
I/vgn     ( 1173): 67-RequestPlaceUpdates -- metadata{ service_id: 0 }
I/Places  ( 1173): ?: PlacesBleScanner start() with priority 2
I/PlaceInferenceEngine( 1173): [anon] Changed inference mode: 1
I/Places  ( 1173): Converted 13 out of 13 WiFi scans
D/BluetoothAdapter( 1173): 1039998840: getState() :  mService = null. Returning STATE_OFF
I/BeaconBle( 1173): Using BLE 'L' hardware layer
I/PlaceInferenceEngine( 1173): [anon] Changed inference mode: 1
I/BeaconBle( 1173): Client requested scan, settings=BleSettings [scanMode=ZERO_POWER, callbackType=ALL_MATCHES, reportDelayMillis=0, 1 filters, 0 clients, callingClientName=Places]
E/BeaconBle( 1173): Scan couldn't start for Places
W/Places  ( 1173): BLE failure while scanning - code 5
W/System.err( 8190): android.content.pm.PackageManager$NameNotFoundException
W/System.err( 8190): 	at android.app.ApplicationPackageManager.getPackageInfo(ApplicationPackageManager.java:114)
W/System.err( 8190): 	at com.estrongs.android.pop.app.c.ai.c(Unknown Source)
W/System.err( 8190): 	at com.estrongs.android.pop.app.c.ai.a(Unknown Source)
W/System.err( 8190): 	at com.estrongs.android.pop.app.scene.e.q.a(Unknown Source)
W/System.err( 8190): 	at com.estrongs.android.scanner.c.m.run(Unknown Source)
W/System.err( 8190): 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1112)
W/System.err( 8190): 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:587)
W/System.err( 8190): 	at java.lang.Thread.run(Thread.java:818)
W/System.err( 8190): android.content.pm.PackageManager$NameNotFoundException
W/System.err( 8190): 	at android.app.ApplicationPackageManager.getPackageInfo(ApplicationPackageManager.java:114)
W/System.err( 8190): 	at com.estrongs.android.pop.app.c.ai.c(Unknown Source)
W/System.err( 8190): 	at com.estrongs.android.pop.app.c.ai.a(Unknown Source)
W/System.err( 8190): 	at com.estrongs.android.pop.app.scene.e.q.a(Unknown Source)
W/System.err( 8190): 	at com.estrongs.android.scanner.c.m.run(Unknown Source)
W/System.err( 8190): 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1112)
W/System.err( 8190): 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:587)
W/System.err( 8190): 	at java.lang.Thread.run(Thread.java:818)
I/PlaceInferenceEngine( 1173): No beacon scan available - ignoring candidates.
D/AndroidRuntime(15647): Calling main entry com.android.commands.pm.Pm
I/ActivityManager(  471): Force stopping com.android.chrome appid=10035 user=0: clear data
D/TaskPersister(  471): removeObsoleteFile: deleting file=4251_task.xml
D/TaskPersister(  471): removeObsoleteFile: deleting file=4251_task_thumbnail.png
I/GeofencerStateMachine( 1173): removeGeofences: removeRequest=RemoveGeofencingRequest[REMOVE_ALL packageName=com.android.chrome]
D/Documents( 9553): Update found 8 roots in 22ms
I/LocationSettingsChecker( 1040): Removing dialog suppression flag for package com.android.chrome
I/Icing   ( 1040): doRemovePackageData com.android.chrome
I/Icing   ( 1040): Removing corpus key 94FBE96EEF13B8AC56FE8C01687FD8A6012559AC for package com.android.chrome
I/art     (15647): System.exit called, status: 0
I/AndroidRuntime(15647): VM exiting with result code 0.
I/Icing   ( 1040): Flash index sort hb 5 prefix-hits 27 -> 20 at 7.969ms
I/Icing   ( 1040): updateResources: need to parse xax{com.android.chrome}
I/Icing   ( 1040): Indexing 94FBE96EEF13B8AC56FE8C01687FD8A6012559AC from com.android.chrome
I/ActivityManager(  471): Start proc 15690:com.android.chrome/u0a35 for content provider com.android.chrome/com.google.android.apps.chrome.icing.IcingProvider
I/art     (  471): Explicit concurrent mark sweep GC freed 109119(5MB) AllocSpace objects, 67(4MB) LOS objects, 33% free, 25MB/38MB, paused 539us total 108.133ms
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/DynamiteModule(15690): Local module descriptor class for com.google.android.gms.googlecertificates not found.
I/DynamiteModule(15690): Considering local module com.google.android.gms.googlecertificates:0 and remote module com.google.android.gms.googlecertificates:4
I/DynamiteModule(15690): Selected remote version of com.google.android.gms.googlecertificates, version >= 4
W/ResourcesManager(15690): Asset path '/system/framework/com.android.media.remotedisplay.jar' does not exist or contains no resources.
W/ResourcesManager(15690): Asset path '/system/framework/com.android.location.provider.jar' does not exist or contains no resources.
I/Icing   ( 1040): Indexing done 94FBE96EEF13B8AC56FE8C01687FD8A6012559AC
W/ctxmgr  ( 1173): [AclManager]No 2 for (accnt=account#-517948760#, com.google.android.gms(10008):PlacesProducer, vrsn=12685000, 0, 3pPkg = null ,  3pMdlId = null ,  pid = 1173). Was: 3 for 18, account#-517948760#
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
D/AndroidRuntime(15730): >>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<
D/AndroidRuntime(15730): CheckJNI is OFF
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
D/AndroidRuntime(15730): Calling main entry com.android.commands.am.Am
I/Trepn   (14984): Trepn 6.2s: Received intent: com.quicinc.trepn.export_to_csv; filename: Trepn_2018.06.16_144445.db; filename: HT4AMJT02334_Trepn_2018.06.16_144445.csv
D/AndroidRuntime(15730): Shutting down VM
W/FileUtils(14984): Failed to chmod(/storage/emulated/0/trepn/Trepn_2018.06.16_144445.db): android.system.ErrnoException: chmod failed: EPERM (Operation not permitted)
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/System.err( 8190): android.content.pm.PackageManager$NameNotFoundException
W/System.err( 8190): 	at android.app.ApplicationPackageManager.getPackageInfo(ApplicationPackageManager.java:114)
W/System.err( 8190): 	at com.estrongs.android.pop.app.c.ai.c(Unknown Source)
W/System.err( 8190): 	at com.estrongs.android.pop.app.c.ai.a(Unknown Source)
W/System.err( 8190): 	at com.estrongs.android.pop.app.scene.e.q.a(Unknown Source)
W/System.err( 8190): 	at com.estrongs.android.scanner.c.m.run(Unknown Source)
W/System.err( 8190): 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1112)
W/System.err( 8190): 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:587)
W/System.err( 8190): 	at java.lang.Thread.run(Thread.java:818)
W/System.err( 8190): android.content.pm.PackageManager$NameNotFoundException
W/System.err( 8190): 	at android.app.ApplicationPackageManager.getPackageInfo(ApplicationPackageManager.java:114)
W/System.err( 8190): 	at com.estrongs.android.pop.app.c.ai.c(Unknown Source)
W/System.err( 8190): 	at com.estrongs.android.pop.app.c.ai.a(Unknown Source)
W/System.err( 8190): 	at com.estrongs.android.pop.app.scene.e.q.a(Unknown Source)
W/System.err( 8190): 	at com.estrongs.android.scanner.c.m.run(Unknown Source)
W/System.err( 8190): 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1112)
W/System.err( 8190): 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:587)
W/System.err( 8190): 	at java.lang.Thread.run(Thread.java:818)
W/System.err( 8190): android.content.pm.PackageManager$NameNotFoundException
W/System.err( 8190): 	at android.app.ApplicationPackageManager.getPackageInfo(ApplicationPackageManager.java:114)
W/System.err( 8190): 	at com.estrongs.android.pop.app.c.ai.c(Unknown Source)
W/System.err( 8190): 	at com.estrongs.android.pop.app.c.ai.a(Unknown Source)
W/System.err( 8190): 	at com.estrongs.android.pop.app.scene.e.q.a(Unknown Source)
W/System.err( 8190): 	at com.estrongs.android.scanner.c.m.run(Unknown Source)
W/System.err( 8190): 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1112)
W/System.err( 8190): 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:587)
W/System.err( 8190): 	at java.lang.Thread.run(Thread.java:818)
W/System.err( 8190): android.content.pm.PackageManager$NameNotFoundException
W/System.err( 8190): 	at android.app.ApplicationPackageManager.getPackageInfo(ApplicationPackageManager.java:114)
W/System.err( 8190): 	at com.estrongs.android.pop.app.c.ai.c(Unknown Source)
W/System.err( 8190): 	at com.estrongs.android.pop.app.c.ai.a(Unknown Source)
W/System.err( 8190): 	at com.estrongs.android.pop.app.scene.e.q.a(Unknown Source)
W/System.err( 8190): 	at com.estrongs.android.scanner.c.m.run(Unknown Source)
W/System.err( 8190): 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1112)
W/System.err( 8190): 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:587)
W/System.err( 8190): 	at java.lang.Thread.run(Thread.java:818)
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
E/WifiStateMachine(  471): WifiStateMachine CMD_START_SCAN source -2 txSuccessRate=2.97 rxSuccessRate=1.60 targetRoamBSSID=02:1d:aa:3c:3d:e8 RSSI=-55
E/WifiStateMachine(  471): WifiStateMachine starting scan for "BagelPeace"WPA_PSK with 2462,5180
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
I/ProcessStatsService(  471): Prepared write state in 4ms
I/ProcessStatsService(  471): Pruning old procstats: /data/system/procstats/state-2018-06-13-20-14-47.bin
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
I/vgn     ( 1173): 35-GetDeviceDataUploadOptInStatusOperation -- metadata{ service_id: 0 }
I/vgn     ( 1173): 35-GetDeviceDataUploadOptInStatusOperation -- metadata{ service_id: 0 }
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
E/WifiStateMachine(  471): WifiStateMachine CMD_START_SCAN source -2 txSuccessRate=0.01 rxSuccessRate=0.01 targetRoamBSSID=02:1d:aa:3c:3d:e8 RSSI=-55
E/WifiStateMachine(  471): WifiStateMachine starting scan for "BagelPeace"WPA_PSK with 2462,5180
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
I/vgn     ( 1173): 35-GetSettingsCacheOperation -- metadata{ service_id: 0 }
I/vgn     ( 1173): 35-GetSettingsCacheOperation -- metadata{ service_id: 0 }
