--------- beginning of system
I/Vold    (  153): Vold 2.1 (the revenge) firing up
D/VoldCmdListener(  153): cryptfs mountdefaultencrypted
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
I/cr_ChildProcessService(17947): Creating new ChildProcessService pid=17947
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
D/AndroidRuntime(17960): >>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<
D/AndroidRuntime(17960): CheckJNI is OFF
I/vgn     (  855): 67-RequestPlaceUpdates -- metadata{ service_id: 0 }
I/vgn     (  855): 67-RemovePlaceUpdates -- metadata{ service_id: 0 }
I/Places  (  855): ?: PlacesBleScanner stop()
I/BeaconBle(  855): Scan canceled successfully.
I/PlaceInferenceEngine(  855): [anon] Changed inference mode: 0
I/GeofencerStateMachine(  855): removeGeofences: removeRequest=RemoveGeofencingRequest[REMOVE_BY_PENDING_INTENT pendingIntent=PendingIntent[creatorPackage=com.google.android.gms], packageName=null]
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
I/ActivityManager(  455): Displayed com.android.chrome/org.chromium.chrome.browser.ChromeTabbedActivity: +843ms (total +901ms)
I/art     (17737): Rejecting re-init on previously-failed class java.lang.Class<org.chromium.content.browser.FloatingActionModeCallback>
I/art     (17737): Rejecting re-init on previously-failed class java.lang.Class<org.chromium.content.browser.FloatingActionModeCallback>
I/cr_LibraryLoader(17947): Using linker: org.chromium.base.library_loader.LegacyLinker
W/linker  (17947): libchromium_android_linker.so: unused DT entry: type 0x6ffffffe arg 0xce8
W/linker  (17947): libchromium_android_linker.so: unused DT entry: type 0x6fffffff arg 0x3
W/cr_media(17737): Requires BLUETOOTH permission
I/cr_LibraryLoader(17947): Loading chrome from within /data/app/com.android.chrome-2/base.apk
I/cr_LibraryLoader(17947): Time to load native libraries: 78 ms (timestamps 1301-1379)
I/chromium(17947): [INFO:library_loader_hooks.cc(136)] Chromium logging enabled: level = 0, default verbosity = 0
I/cr_LibraryLoader(17947): Expected native library version number "61.0.3163.98", actual native library version number "61.0.3163.98"
D/BluetoothAdapter( 1033): 982648545: getState() :  mService = null. Returning STATE_OFF
D/BluetoothAdapter( 1033): 982648545: getState() :  mService = null. Returning STATE_OFF
I/VoiceSearchSettings( 1033): Hotword upgrade key is null!
I/VISHotwordAdapter( 1033): #initialize, locale=en-US, keyPhrase=Ok Google
I/GsaVoiceInteractionSrv(  799): initializeAlwaysOnHotwordDetector locale en-US hotwordPhrase Ok Google
D/AndroidRuntime(17960): Calling main entry com.android.commands.am.Am
I/ActivityManager(  455): Start proc 18006:com.android.chrome:sandboxed_process1/u0i60 for service com.android.chrome/org.chromium.content.app.SandboxedProcessService1
I/orc     (  855): 51-GetExperimentTokensOperationCall -- metadata{ service_id: 0 }
E/aght    (  855): Phenotype API error. Event a <
E/aght    (  855):   a: "LOCAL.com.google.android.agsa.QSB"
E/aght    (  855):   b: 0
E/aght    (  855):   e: ""
E/aght    (  855):   f: ""
E/aght    (  855):   g: 0
E/aght    (  855):   h: 0
E/aght    (  855):   i: ""
E/aght    (  855):   j: 0
E/aght    (  855): >
E/aght    (  855): e: # bjzl@f5130810
E/aght    (  855): , EventCode: 7 -- metadata{ service_id: 51 }
E/aght    (  855): aggm: 29505: No config packages for log source, or config package not registered
E/aght    (  855): 	at agif.b(:com.google.android.gms@12685011@12.6.85 (020406-197041431):4)
E/aght    (  855): 	at aght.a(:com.google.android.gms@12685011@12.6.85 (020406-197041431):40)
E/aght    (  855): 	at aght.a(:com.google.android.gms@12685011@12.6.85 (020406-197041431):108)
E/aght    (  855): 	at ord.run(:com.google.android.gms@12685011@12.6.85 (020406-197041431):40)
E/aght    (  855): 	at azvp.run(:com.google.android.gms@12685011@12.6.85 (020406-197041431):2)
E/aght    (  855): 	at ovl.run(:com.google.android.gms@12685011@12.6.85 (020406-197041431):27)
E/aght    (  855): 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1112)
E/aght    (  855): 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:587)
E/aght    (  855): 	at pbm.run(:com.google.android.gms@12685011@12.6.85 (020406-197041431))
E/aght    (  855): 	at java.lang.Thread.run(Thread.java:818)
E/AsyncOperation(  855): serviceID=51, operation=GetExperimentTokensOperationCall
E/AsyncOperation(  855): OperationException[Status{statusCode=No config packages for log source, or config package not registered, resolution=null}]
E/AsyncOperation(  855): 	at aght.a(:com.google.android.gms@12685011@12.6.85 (020406-197041431):53)
E/AsyncOperation(  855): 	at aght.a(:com.google.android.gms@12685011@12.6.85 (020406-197041431):108)
E/AsyncOperation(  855): 	at ord.run(:com.google.android.gms@12685011@12.6.85 (020406-197041431):40)
E/AsyncOperation(  855): 	at azvp.run(:com.google.android.gms@12685011@12.6.85 (020406-197041431):2)
E/AsyncOperation(  855): 	at ovl.run(:com.google.android.gms@12685011@12.6.85 (020406-197041431):27)
E/AsyncOperation(  855): 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1112)
E/AsyncOperation(  855): 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:587)
E/AsyncOperation(  855): 	at pbm.run(:com.google.android.gms@12685011@12.6.85 (020406-197041431))
E/AsyncOperation(  855): 	at java.lang.Thread.run(Thread.java:818)
I/Trepn   ( 7301): Trepn 6.2s: Received intent: com.quicinc.trepn.start_profiling
W/dboxed_process1(18006): type=1400 audit(0.0:68): avc: denied { search } for name="tmp" dev="dm-0" ino=49 scontext=u:r:isolated_app:s0 tcontext=u:object_r:shell_data_file:s0 tclass=dir permissive=0
I/cr_ChildProcessService(18006): Creating new ChildProcessService pid=18006
I/cr_SnippetsLauncher(17737): Scheduling: 172800 172800
I/art     (17737): Background sticky concurrent mark sweep GC freed 57546(3MB) AllocSpace objects, 24(389KB) LOS objects, 17% free, 14MB/18MB, paused 1.832ms total 205.743ms
I/cr_LibraryLoader(18006): Using linker: org.chromium.base.library_loader.LegacyLinker
W/linker  (18006): libchromium_android_linker.so: unused DT entry: type 0x6ffffffe arg 0xce8
W/linker  (18006): libchromium_android_linker.so: unused DT entry: type 0x6fffffff arg 0x3
I/cr_LibraryLoader(18006): Loading chrome from within /data/app/com.android.chrome-2/base.apk
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
I/cr_LibraryLoader(18006): Time to load native libraries: 126 ms (timestamps 1888-2014)
I/chromium(18006): [INFO:library_loader_hooks.cc(136)] Chromium logging enabled: level = 0, default verbosity = 0
I/cr_LibraryLoader(18006): Expected native library version number "61.0.3163.98", actual native library version number "61.0.3163.98"
I/ActivityManager(  455): Activity reported stop, but no longer stopping: ActivityRecord{3086ad5d u0 com.android.chrome/org.chromium.chrome.browser.firstrun.FirstRunActivity t5051 f}
I/cr_BindingManager(17737): Moderate binding enabled: maxSize=20
W/FileUtils( 7301): Failed to chmod(/storage/emulated/0/trepn/Trepn_2018.06.19_094621.db): android.system.ErrnoException: chmod failed: EPERM (Operation not permitted)
I/Icing   ( 1014): IndexChimeraService.getServiceInterface callingPackage=com.android.chrome componentName=null serviceId=36
W/Nearby  (  855): Bind call too late - someone already tried to get: interface bghz -- metadata{ service_id: 0 }
W/art     (17737): Suspending all threads took: 6.859ms
I/vgn     (  855): 19-GetFileDescriptorAndDelete -- metadata{ service_id: 0 }
I/Icing   ( 1014): IndexChimeraService.getServiceInterface callingPackage=com.android.chrome componentName=null serviceId=36
I/art     (17737): Background sticky concurrent mark sweep GC freed 49005(2MB) AllocSpace objects, 7(461KB) LOS objects, 0% free, 19MB/19MB, paused 15.733ms total 322.924ms
E/PartnerBookmarksReader(17737): ATTENTION: not using partner bookmarks as none were provided
I/Icing   ( 1014): Usage reports ok 0, Failed Usage reports 0, indexed 0, rejected 0, imm upload false
I/vgn     (  855): 19-GetFileDescriptorAndDelete -- metadata{ service_id: 0 }
I/Icing   ( 1014): Usage reports ok 0, Failed Usage reports 0, indexed 0, rejected 0, imm upload false
I/Icing   ( 1014): Removing corpus key 94FBE96EEF13B8AC56FE8C01687FD8A6012559AC for package com.android.chrome
I/Trepn   ( 7301): Trepn 6.2s: Trepn has Started Profiling.
D/AndroidRuntime(17960): Shutting down VM
I/dex2oat (18058): /system/bin/dex2oat --runtime-arg -classpath --runtime-arg  --instruction-set=arm --instruction-set-features=default --runtime-arg -Xrelocate --boot-image=/system/framework/boot.art --dex-file=/data/data/com.android.chrome/app_dex/webapk1.dex --oat-fd=176 --oat-location=/data/data/com.android.chrome/app_dex/arm/webapk1.dex --runtime-arg -Xms64m --runtime-arg -Xmx512m
I/dex2oat (18058): dex2oat took 52.985ms (threads: 2) arena alloc=47KB java alloc=6KB native alloc=618KB free=17KB
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
D/AndroidRuntime(18062): >>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<
D/AndroidRuntime(18062): CheckJNI is OFF
D/AndroidRuntime(18062): Calling main entry com.android.commands.am.Am
I/ActivityManager(  455): START u0 {act=android.intent.action.VIEW dat=localhost:8000 flg=0x10000000 cmp=com.android.chrome/com.google.android.apps.chrome.Main} from uid 2000 on display 0
V/WindowManager(  455): addAppToken: AppWindowToken{cbe623f token=Token{194b3e5e ActivityRecord{3f558b99 u0 com.android.chrome/com.google.android.apps.chrome.Main t5054}}} to stack=1 task=5054 at 0
D/AndroidRuntime(18062): Shutting down VM
W/cr_Autocomplete(17737): stopping autocomplete.
D/ConnectivityService(  455): releasing NetworkRequest NetworkRequest [ id=68, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
D/ConnectivityManager.CallbackHandler(17737): CM callback handler got msg 524296
D/ConnectivityService(  455): listenForNetwork for NetworkRequest [ id=69, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
D/ConnectivityService(  455): handleRegisterNetworkRequest checking NetworkAgentInfo [WIFI () - 100]
D/ConnectivityService(  455): apparently satisfied.  currentScore=60
D/ConnectivityManager.CallbackHandler(17737): CM callback handler got msg 524290
I/cr_InstantAppsHandler(17737): Not handling with Instant Apps because Chrome is not default or there's a specialized handler
I/ActivityManager(  455): START u0 {act=android.intent.action.VIEW dat=localhost:8000 flg=0x14002000 cmp=com.android.chrome/org.chromium.chrome.browser.ChromeTabbedActivity (has extras)} from uid 10035 on display 0
W/InputMethodManagerService(  455): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@344abb36 attribute=null, token = android.os.BinderProxy@20e6cffd
I/ActivityManager(  455): Start proc 18081:com.android.chrome:sandboxed_process2/u0i61 for service com.android.chrome/org.chromium.content.app.SandboxedProcessService2
W/dboxed_process2(18081): type=1400 audit(0.0:69): avc: denied { search } for name="tmp" dev="dm-0" ino=49 scontext=u:r:isolated_app:s0 tcontext=u:object_r:shell_data_file:s0 tclass=dir permissive=0
I/vgn     ( 1014): 45-xlb -- metadata{ service_id: 0 }
I/cr_ChildProcessService(18081): Creating new ChildProcessService pid=18081
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
I/cr_LibraryLoader(18081): Using linker: org.chromium.base.library_loader.LegacyLinker
W/linker  (18081): libchromium_android_linker.so: unused DT entry: type 0x6ffffffe arg 0xce8
W/linker  (18081): libchromium_android_linker.so: unused DT entry: type 0x6fffffff arg 0x3
I/cr_LibraryLoader(18081): Loading chrome from within /data/app/com.android.chrome-2/base.apk
I/cr_LibraryLoader(18081): Time to load native libraries: 60 ms (timestamps 4032-4092)
I/chromium(18081): [INFO:library_loader_hooks.cc(136)] Chromium logging enabled: level = 0, default verbosity = 0
I/cr_LibraryLoader(18081): Expected native library version number "61.0.3163.98", actual native library version number "61.0.3163.98"
I/vgn     ( 1014): 45-xlb -- metadata{ service_id: 0 }
I/chromium(17737): [INFO:CONSOLE(2)] "STARTME---1529394383907", source: http://localhost:8000/cputest_date.js (2)
I/chromium(17737): [INFO:CONSOLE(6)] "STOPME---1529394384133", source: http://localhost:8000/cputest_date.js (6)
W/System.err( 1858): android.content.pm.PackageManager$NameNotFoundException
W/System.err( 1858): 	at android.app.ApplicationPackageManager.getPackageInfo(ApplicationPackageManager.java:114)
W/System.err( 1858): 	at com.estrongs.android.pop.app.c.ai.c(Unknown Source)
W/System.err( 1858): 	at com.estrongs.android.pop.app.c.ai.a(Unknown Source)
W/System.err( 1858): 	at com.estrongs.android.pop.app.scene.e.q.a(Unknown Source)
W/System.err( 1858): 	at com.estrongs.android.scanner.c.m.run(Unknown Source)
W/System.err( 1858): 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1112)
W/System.err( 1858): 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:587)
W/System.err( 1858): 	at java.lang.Thread.run(Thread.java:818)
D/TaskPersister(  455): removeObsoleteFile: deleting file=5051_task_thumbnail.png
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
I/cr_omaha(17737): Request to Server Successful. Timestamp for next request:1529397986181
I/cr_omaha(17737): Request to Server Successful. Timestamp for next request:1529397986232
I/cr_omaha(17737): Attempting to schedule next job for: Tue Jun 19 14:46:25 GMT+02:00 2018
I/cr_omaha(17737): Scheduled using AlarmManager and IntentService
I/Icing   ( 1014): Scored 174 usage reports, missing_corpora 2 update_failed 26
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
I/Icing   ( 1014): Indexing 94FBE96EEF13B8AC56FE8C01687FD8A6012559AC from com.android.chrome
I/Icing   ( 1014): Indexing done 94FBE96EEF13B8AC56FE8C01687FD8A6012559AC
I/Icing   ( 1014): IndexChimeraService.getServiceInterface callingPackage=com.google.android.inputmethod.latin componentName=null serviceId=66
I/vgn     (  855): 19-GetFileDescriptorAndDelete -- metadata{ service_id: 0 }
I/Icing   ( 1014): Usage reports ok 0, Failed Usage reports 0, indexed 0, rejected 0, imm upload false
I/chromium(18006): [INFO:child_process_service_impl.cc(70)] ChildProcessServiceImpl: Exiting child process.
W/libprocessgroup(  455): failed to open /acct/uid_10035/pid_18006/cgroup.procs: No such file or directory
I/ActivityManager(  455): Process com.android.chrome:sandboxed_process1 (pid 18006) has died
W/chromium(17737): [WARNING:compositor_view.cc(255)] Child process disconnected (type=6) pid=18006)
W/ActivityManager(  455): Scheduling restart of crashed service com.android.chrome/org.chromium.content.app.SandboxedProcessService1 in 1000ms
W/cr_ChildProcessConn(17737): onServiceDisconnected (crash or killed by oom): pid=18006
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
I/EventLogSendingHelper( 1033): Sending log events.
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
E/WifiStateMachine(  455): WifiStateMachine CMD_START_SCAN source -2 txSuccessRate=21.00 rxSuccessRate=20.90 targetRoamBSSID=any RSSI=-51
E/WifiStateMachine(  455): WifiStateMachine starting scan for "YOU SHALL NOT PASS"WPA_PSK with 2437
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
I/vgn     (  855): 35-GetDeviceDataUploadOptInStatusOperation -- metadata{ service_id: 0 }
I/vgn     (  855): 35-GetDeviceDataUploadOptInStatusOperation -- metadata{ service_id: 0 }
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/GmsLocationProvider( 1033): Error removing location updates: 16
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
I/ActivityManager(  455): Start proc 18265:com.android.chrome:sandboxed_process3/u0i62 for service com.android.chrome/org.chromium.content.app.SandboxedProcessService3
I/art     (  214): Explicit concurrent mark sweep GC freed 702(30KB) AllocSpace objects, 0(0B) LOS objects, 39% free, 7MB/11MB, paused 222us total 15.015ms
I/art     (  214): Explicit concurrent mark sweep GC freed 7(240B) AllocSpace objects, 0(0B) LOS objects, 39% free, 7MB/11MB, paused 169us total 20.078ms
W/dboxed_process3(18265): type=1400 audit(0.0:70): avc: denied { search } for name="tmp" dev="dm-0" ino=49 scontext=u:r:isolated_app:s0 tcontext=u:object_r:shell_data_file:s0 tclass=dir permissive=0
I/art     (  214): Explicit concurrent mark sweep GC freed 5(160B) AllocSpace objects, 0(0B) LOS objects, 39% free, 7MB/11MB, paused 145us total 11.200ms
I/cr_ChildProcessService(18265): Creating new ChildProcessService pid=18265
I/cr_LibraryLoader(18265): Using linker: org.chromium.base.library_loader.LegacyLinker
W/linker  (18265): libchromium_android_linker.so: unused DT entry: type 0x6ffffffe arg 0xce8
W/linker  (18265): libchromium_android_linker.so: unused DT entry: type 0x6fffffff arg 0x3
I/cr_LibraryLoader(18265): Loading chrome from within /data/app/com.android.chrome-2/base.apk
I/cr_LibraryLoader(18265): Time to load native libraries: 56 ms (timestamps 1484-1540)
I/chromium(18265): [INFO:library_loader_hooks.cc(136)] Chromium logging enabled: level = 0, default verbosity = 0
I/cr_LibraryLoader(18265): Expected native library version number "61.0.3163.98", actual native library version number "61.0.3163.98"
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
E/WifiStateMachine(  455): WifiStateMachine CMD_START_SCAN source -2 txSuccessRate=3.64 rxSuccessRate=2.74 targetRoamBSSID=any RSSI=-45
E/WifiStateMachine(  455): WifiStateMachine starting scan for "YOU SHALL NOT PASS"WPA_PSK with 2437
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
I/Icing   ( 1014): IndexChimeraService.getServiceInterface callingPackage=com.android.chrome componentName=null serviceId=36
I/vgn     (  855): 19-GetFileDescriptorAndDelete -- metadata{ service_id: 0 }
I/Icing   ( 1014): Usage reports ok 0, Failed Usage reports 0, indexed 0, rejected 0, imm upload false
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
I/Icing   ( 1014): Indexing 94FBE96EEF13B8AC56FE8C01687FD8A6012559AC from com.android.chrome
I/Icing   ( 1014): Indexing done 94FBE96EEF13B8AC56FE8C01687FD8A6012559AC
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
I/chromium(18265): [INFO:child_process_service_impl.cc(70)] ChildProcessServiceImpl: Exiting child process.
W/libprocessgroup(  455): failed to open /acct/uid_10035/pid_18265/cgroup.procs: No such file or directory
I/ActivityManager(  455): Process com.android.chrome:sandboxed_process3 (pid 18265) has died
W/ActivityManager(  455): Scheduling restart of crashed service com.android.chrome/org.chromium.content.app.SandboxedProcessService3 in 1000ms
W/chromium(17737): [WARNING:compositor_view.cc(255)] Child process disconnected (type=6) pid=18265)
W/cr_ChildProcessConn(17737): onServiceDisconnected (crash or killed by oom): pid=18265
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
E/WifiStateMachine(  455): WifiStateMachine CMD_START_SCAN source -2 txSuccessRate=1.88 rxSuccessRate=2.57 targetRoamBSSID=any RSSI=-55
E/WifiStateMachine(  455): WifiStateMachine starting scan for "YOU SHALL NOT PASS"WPA_PSK with 2437
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
D/AndroidRuntime(18418): >>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<
D/AndroidRuntime(18418): CheckJNI is OFF
D/AndroidRuntime(18418): Calling main entry com.android.commands.am.Am
I/Trepn   ( 7301): Trepn 6.2s: Received intent: com.quicinc.trepn.stop_profiling
I/Trepn   ( 7301): Trepn 6.2s: Trepn has Stopped Profiling.
D/AndroidRuntime(18418): Shutting down VM
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
D/AndroidRuntime(18449): >>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<
D/AndroidRuntime(18449): CheckJNI is OFF
D/AndroidRuntime(18449): Calling main entry com.android.commands.am.Am
I/ActivityManager(  455): Force stopping com.android.chrome appid=10035 user=0: from pid 18449
I/ActivityManager(  455): Killing 17808:com.android.chrome:privileged_process0/u0a35 (adj 0): stop com.android.chrome
W/cr_ChildProcessConn(17737): onServiceDisconnected (crash or killed by oom): pid=17808
W/chromium(17737): [WARNING:compositor_view.cc(255)] Child process disconnected (type=9) pid=17808)
W/ActivityManager(  455): Scheduling restart of crashed service com.android.chrome/org.chromium.content.app.PrivilegedProcessService0 in 1000ms
I/ActivityManager(  455): Killing 17737:com.android.chrome/u0a35 (adj 0): stop com.android.chrome
D/ConnectivityService(  455): ConnectivityService NetworkRequestInfo binderDied(NetworkRequest [ id=66, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ], android.os.BinderProxy@2d695f7)
D/ConnectivityService(  455): releasing NetworkRequest NetworkRequest [ id=66, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
I/WindowState(  455): WIN DEATH: Window{3053d4f2 u0 com.android.chrome/org.chromium.chrome.browser.ChromeTabbedActivity}
W/WindowManager(  455): Force-removing child win Window{1cd56ef9 u0 SurfaceView} from container Window{3053d4f2 u0 com.android.chrome/org.chromium.chrome.browser.ChromeTabbedActivity}
E/ConnectivityService(  455): RemoteException caught trying to send a callback msg for NetworkRequest [ id=66, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
D/ConnectivityService(  455): ConnectivityService NetworkRequestInfo binderDied(NetworkRequest [ id=69, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ], android.os.BinderProxy@b194c64)
D/ConnectivityService(  455): releasing NetworkRequest NetworkRequest [ id=69, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
E/ConnectivityService(  455): RemoteException caught trying to send a callback msg for NetworkRequest [ id=69, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
W/WindowManager(  455): Failed looking up window
W/WindowManager(  455): java.lang.IllegalArgumentException: Requested window android.os.BinderProxy@397c01c0 does not exist
W/WindowManager(  455): 	at com.android.server.wm.WindowManagerService.windowForClientLocked(WindowManagerService.java:8539)
W/WindowManager(  455): 	at com.android.server.wm.WindowManagerService.windowForClientLocked(WindowManagerService.java:8530)
W/WindowManager(  455): 	at com.android.server.wm.WindowState$DeathRecipient.binderDied(WindowState.java:1142)
W/WindowManager(  455): 	at android.os.BinderProxy.sendDeathNotice(Binder.java:551)
I/WindowState(  455): WIN DEATH: null
F/chromium(18081): [FATAL:render_widget_compositor.cc(1176)] Android does not support fallback frame sinks.
W/Process ( 3556): Unable to open /proc/18462/status
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/ActivityManager(  455): Exception when unbinding service com.android.chrome/org.chromium.content.app.SandboxedProcessService2
W/ActivityManager(  455): android.os.DeadObjectException
W/ActivityManager(  455): 	at android.os.BinderProxy.transactNative(Native Method)
W/ActivityManager(  455): 	at android.os.BinderProxy.transact(Binder.java:496)
W/ActivityManager(  455): 	at android.app.ApplicationThreadProxy.scheduleUnbindService(ApplicationThreadNative.java:921)
