--------- beginning of crash
F/libc    (29974): Fatal signal 11 (SIGSEGV), code 1, fault addr 0x7f859072f4 in tid 29985 (Binder_2)
E/AsyncOperation(  965): 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:587)
E/AsyncOperation(  965): 	at pbm.run(:com.google.android.gms@12685011@12.6.85 (020406-197041431))
E/AsyncOperation(  965): 	at java.lang.Thread.run(Thread.java:818)
I/art     ( 6540): Background sticky concurrent mark sweep GC freed 64741(3MB) AllocSpace objects, 23(376KB) LOS objects, 3% free, 17MB/17MB, paused 5.688ms total 366.087ms
D/AndroidRuntime( 6694): Calling main entry com.android.commands.am.Am
I/Trepn   ( 5683): Trepn 6.2s: Received intent: com.quicinc.trepn.start_profiling
I/MemoryTrimmer(15005): Trimming objects from memory, since app is in the background.
I/cr_LibraryLoader( 6758): Using linker: org.chromium.base.library_loader.LegacyLinker
W/linker  ( 6758): libchromium_android_linker.so: unused DT entry: type 0x6ffffffe arg 0xce8
W/linker  ( 6758): libchromium_android_linker.so: unused DT entry: type 0x6fffffff arg 0x3
I/cr_LibraryLoader( 6758): Loading chrome from within /data/app/com.android.chrome-2/base.apk
I/art     ( 6540): Background partial concurrent mark sweep GC freed 40213(2MB) AllocSpace objects, 10(785KB) LOS objects, 39% free, 15MB/25MB, paused 8.513ms total 215.019ms
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
I/cr_LibraryLoader( 6758): Time to load native libraries: 129 ms (timestamps 494-623)
I/chromium( 6758): [INFO:library_loader_hooks.cc(136)] Chromium logging enabled: level = 0, default verbosity = 0
I/cr_LibraryLoader( 6758): Expected native library version number "61.0.3163.98", actual native library version number "61.0.3163.98"
I/ActivityManager(  451): Activity reported stop, but no longer stopping: ActivityRecord{3cf6c70a u0 com.android.chrome/org.chromium.chrome.browser.firstrun.FirstRunActivity t3832 f}
I/cr_BindingManager( 6540): Moderate binding enabled: maxSize=20
I/Icing   (  987): IndexChimeraService.getServiceInterface callingPackage=com.android.chrome componentName=null serviceId=36
I/vgn     (  965): 19-GetFileDescriptorAndDelete -- metadata{ service_id: 0 }
I/Icing   (  987): IndexChimeraService.getServiceInterface callingPackage=com.android.chrome componentName=null serviceId=36
W/Nearby  (  965): Bind call too late - someone already tried to get: interface bghz -- metadata{ service_id: 0 }
I/Icing   (  987): Usage reports ok 0, Failed Usage reports 0, indexed 0, rejected 0, imm upload false
I/vgn     (  965): 19-GetFileDescriptorAndDelete -- metadata{ service_id: 0 }
I/Icing   (  987): Usage reports ok 0, Failed Usage reports 0, indexed 0, rejected 0, imm upload false
I/Icing   (  987): Removing corpus key 94FBE96EEF13B8AC56FE8C01687FD8A6012559AC for package com.android.chrome
E/PartnerBookmarksReader( 6540): ATTENTION: not using partner bookmarks as none were provided
I/dex2oat ( 6800): /system/bin/dex2oat --runtime-arg -classpath --runtime-arg  --instruction-set=arm --instruction-set-features=default --runtime-arg -Xrelocate --boot-image=/system/framework/boot.art --dex-file=/data/data/com.android.chrome/app_dex/webapk1.dex --oat-fd=196 --oat-location=/data/data/com.android.chrome/app_dex/arm/webapk1.dex --runtime-arg -Xms64m --runtime-arg -Xmx512m
W/FileUtils( 5683): Failed to chmod(/storage/emulated/0/trepn/Trepn_2018.06.14_184433.db): android.system.ErrnoException: chmod failed: EPERM (Operation not permitted)
I/dex2oat ( 6800): dex2oat took 57.862ms (threads: 2) arena alloc=56KB java alloc=6KB native alloc=618KB free=17KB
I/Trepn   ( 5683): Trepn 6.2s: Trepn has Started Profiling.
D/AndroidRuntime( 6694): Shutting down VM
W/art     ( 6694): No such thread id for suspend: 11
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
D/AndroidRuntime( 6808): >>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<
D/AndroidRuntime( 6808): CheckJNI is OFF
D/TaskPersister(  451): removeObsoleteFile: deleting file=3832_task_thumbnail.png
D/AndroidRuntime( 6808): Calling main entry com.android.commands.am.Am
I/ActivityManager(  451): START u0 {act=android.intent.action.VIEW dat=localhost:8000 flg=0x10000000 cmp=com.android.chrome/com.google.android.apps.chrome.Main} from uid 2000 on display 0
V/WindowManager(  451): addAppToken: AppWindowToken{2dcc0b31 token=Token{a70bd8 ActivityRecord{35569abb u0 com.android.chrome/com.google.android.apps.chrome.Main t3835}}} to stack=1 task=3835 at 0
D/AndroidRuntime( 6808): Shutting down VM
D/ConnectivityService(  451): releasing NetworkRequest NetworkRequest [ id=710, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
D/ConnectivityManager.CallbackHandler( 6540): CM callback handler got msg 524296
I/art     (  451): Explicit concurrent mark sweep GC freed 26522(1405KB) AllocSpace objects, 7(164KB) LOS objects, 32% free, 33MB/49MB, paused 673us total 105.539ms
W/cr_Autocomplete( 6540): stopping autocomplete.
D/ConnectivityService(  451): listenForNetwork for NetworkRequest [ id=711, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
D/ConnectivityService(  451): handleRegisterNetworkRequest checking NetworkAgentInfo [WIFI () - 126]
D/ConnectivityService(  451): apparently satisfied.  currentScore=60
D/ConnectivityManager.CallbackHandler( 6540): CM callback handler got msg 524290
I/cr_InstantAppsHandler( 6540): Not handling with Instant Apps because Chrome is not default or there's a specialized handler
I/ActivityManager(  451): START u0 {act=android.intent.action.VIEW dat=localhost:8000 flg=0x14002000 cmp=com.android.chrome/org.chromium.chrome.browser.ChromeTabbedActivity (has extras)} from uid 10035 on display 0
W/InputMethodManagerService(  451): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@76f7df0 attribute=null, token = android.os.BinderProxy@398ae9a0
I/ActivityManager(  451): Start proc 6820:com.android.chrome:sandboxed_process2/u0i761 for service com.android.chrome/org.chromium.content.app.SandboxedProcessService2
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/dboxed_process2( 6820): type=1400 audit(0.0:902): avc: denied { search } for name="tmp" dev="dm-0" ino=49 scontext=u:r:isolated_app:s0 tcontext=u:object_r:shell_data_file:s0 tclass=dir permissive=0
I/cr_ChildProcessService( 6820): Creating new ChildProcessService pid=6820
I/cr_LibraryLoader( 6820): Using linker: org.chromium.base.library_loader.LegacyLinker
W/linker  ( 6820): libchromium_android_linker.so: unused DT entry: type 0x6ffffffe arg 0xce8
W/linker  ( 6820): libchromium_android_linker.so: unused DT entry: type 0x6fffffff arg 0x3
I/cr_LibraryLoader( 6820): Loading chrome from within /data/app/com.android.chrome-2/base.apk
I/vgn     (  965): 35-GetDeviceDataUploadOptInStatusOperation -- metadata{ service_id: 0 }
I/vgn     (  965): 35-GetDeviceDataUploadOptInStatusOperation -- metadata{ service_id: 0 }
D/BluetoothAdapter(15005): 282265226: getState() :  mService = null. Returning STATE_OFF
D/BluetoothAdapter(15005): 282265226: getState() :  mService = null. Returning STATE_OFF
I/VoiceSearchSettings(15005): Hotword upgrade key is null!
I/cr_LibraryLoader( 6820): Time to load native libraries: 119 ms (timestamps 2826-2945)
I/chromium( 6820): [INFO:library_loader_hooks.cc(136)] Chromium logging enabled: level = 0, default verbosity = 0
I/cr_LibraryLoader( 6820): Expected native library version number "61.0.3163.98", actual native library version number "61.0.3163.98"
I/vgn     (  987): 45-xlb -- metadata{ service_id: 0 }
I/vgn     (  987): 45-xlb -- metadata{ service_id: 0 }
W/art     (15005): Suspending all threads took: 227.716ms
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
I/vgn     (  987): 45-xlb -- metadata{ service_id: 0 }
I/orc     (  965): 121-GetLaunchDataOperation -- metadata{ service_id: 0 }
I/Choreographer(  902): Skipped 38 frames!  The application may be doing too much work on its main thread.
W/MediaPlayer-JNI(15005): MediaPlayer finalized without being released
I/GrammarCompilationTask(15005): Processing grammar compilation for locale: null, grammar type: null
I/ContextCompilationHandl(15005): Compiling grammar for: en-US, type=CONTACT_DIALING
I/ActivityManager(  451): Start proc 6853:android.process.acore/u0a3 for content provider com.android.providers.contacts/.ContactsProvider2
I/ContactLocale( 6853): AddressBook Labels [en-US]: [, A, B, C, D, E, F, G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V, W, X, Y, Z, Α, Β, Γ, Δ, Ε, Ζ, Η, Θ, Ι, Κ, Λ, Μ, Ν, Ξ, Ο, Π, Ρ, Σ, Τ, Υ, Φ, Χ, Ψ, Ω, , А, Б, В, Г, Д, Ђ, Е, Є, Ж, З, И, І, Ї, Й, Ј, К, Л, Љ, М, Н, Њ, О, П, Р, С, Т, Ћ, У, Ф, Х, Ц, Ч, Џ, Ш, Щ, Ю, Я, , א, ב, ג, ד, ה, ו, ז, ח, ט, י, כ, ל, מ, נ, ס, ע, פ, צ, ק, ר, ש, ת, , ا, ب, ت, ث, ج, ح, خ, د, ذ, ر, ز, س, ش, ص, ض, ط, ظ, ع, غ, ف, ق, ك, ل, م, ن, ه, و, ي, , ก, ข, ฃ, ค, ฅ, ฆ, ง, จ, ฉ, ช, ซ, ฌ, ญ, ฎ, ฏ, ฐ, ฑ, ฒ, ณ, ด, ต, ถ, ท, ธ, น, บ, ป, ผ, ฝ, พ, ฟ, ภ, ม, ย, ร, ฤ, ล, ฦ, ว, ศ, ษ, ส, ห, ฬ, อ, ฮ, , ㄱ, ㄴ, ㄷ, ㄹ, ㅁ, ㅂ, ㅅ, ㅇ, ㅈ, ㅊ, ㅋ, ㅌ, ㅍ, ㅎ, , あ, か, さ, た, な, は, ま, や, ら, わ, #, ]
I/ContextCompilationHandl(15005): Recognition context unchanged for CONTACT_DIALING en-US
I/ContextCompilationHandl(15005): Compiling grammar for: en-US, type=HANDS_FREE_COMMANDS
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
I/ContextCompilationHandl(15005): Recognition context unchanged for HANDS_FREE_COMMANDS en-US
I/ContextCompilationHandl(15005): Compiling grammar for: en-US, type=CONTACT_NAMES
I/ContextCompilationHandl(15005): Recognition context unchanged for CONTACT_NAMES en-US
I/ContextCompilationHandl(15005): Compiling grammar for: en-US, type=APP_NAMES
I/Icing   (  987): IndexChimeraService.getServiceInterface callingPackage=com.google.android.googlequicksearchbox componentName=null serviceId=33
I/Icing   (  987): IndexChimeraService.getServiceInterface callingPackage=com.google.android.googlequicksearchbox componentName=null serviceId=32
I/Icing   (  987): Query from package: com.google.android.googlequicksearchbox, component: null, restrict package: com.google.android.gms, start: 0, num: 1000
I/cr_omaha( 6540): Request to Server Successful. Timestamp for next request:1528998278085
I/art     (  987): Background partial concurrent mark sweep GC freed 275263(6MB) AllocSpace objects, 0(0B) LOS objects, 31% free, 34MB/50MB, paused 1.021ms total 211.840ms
I/cr_omaha( 6540): Request to Server Successful. Timestamp for next request:1528998278130
I/cr_omaha( 6540): Attempting to schedule next job for: Thu Jun 14 23:44:37 GMT+02:00 2018
I/cr_omaha( 6540): Scheduled using AlarmManager and IntentService
W/cr_Autocomplete( 6540): stopping autocomplete.
D/audio_hw_primary(  205): out_set_parameters: enter: usecase(0: playback) kvpairs: routing=2 out->devices(2) adev->mode(0)
I/vgn     (  987): 45-xlb -- metadata{ service_id: 0 }
I/vgn     (  987): 45-xlb -- metadata{ service_id: 0 }
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
I/chromium( 6758): [INFO:child_process_service_impl.cc(70)] ChildProcessServiceImpl: Exiting child process.
W/libprocessgroup(  451): failed to open /acct/uid_10035/pid_6758/cgroup.procs: No such file or directory
I/ActivityManager(  451): Process com.android.chrome:sandboxed_process1 (pid 6758) has died
W/ActivityManager(  451): Scheduling restart of crashed service com.android.chrome/org.chromium.content.app.SandboxedProcessService1 in 1000ms
W/cr_ChildProcessConn( 6540): onServiceDisconnected (crash or killed by oom): pid=6758
W/chromium( 6540): [WARNING:compositor_view.cc(255)] Child process disconnected (type=6) pid=6758)
W/cr_Autocomplete( 6540): stopping autocomplete.
I/vgn     (  987): 45-xlb -- metadata{ service_id: 0 }
D/audio_hw_primary(  205): out_set_parameters: enter: usecase(0: playback) kvpairs: routing=2 out->devices(2) adev->mode(0)
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
I/vgn     (  987): 45-xlb -- metadata{ service_id: 0 }
I/Icing   (  987): Scored 151 usage reports, missing_corpora 2 update_failed 25
W/cr_Autocomplete( 6540): stopping autocomplete.
I/vgn     (  987): 45-xlb -- metadata{ service_id: 0 }
D/audio_hw_primary(  205): out_set_parameters: enter: usecase(0: playback) kvpairs: routing=2 out->devices(2) adev->mode(0)
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
I/vgn     (  987): 45-xlb -- metadata{ service_id: 0 }
I/vgn     (  965): 19-GetFileDescriptorAndDelete -- metadata{ service_id: 0 }
I/Icing   (  987): Usage reports ok 0, Failed Usage reports 0, indexed 0, rejected 0, imm upload true
I/vgn     (  965): 19-GetFileDescriptorAndDelete -- metadata{ service_id: 0 }
I/Icing   (  987): Usage reports ok 0, Failed Usage reports 0, indexed 0, rejected 0, imm upload true
W/ThreadPoolDumper(15005): Task x[maybeDisconnect] was queued for 3416ms before starting on executor IcingConnectionExecutor
I/Icing   (  987): Indexing 94FBE96EEF13B8AC56FE8C01687FD8A6012559AC from com.android.chrome
I/Icing   (  987): Indexing done 94FBE96EEF13B8AC56FE8C01687FD8A6012559AC
W/cr_Autocomplete( 6540): stopping autocomplete.
D/audio_hw_primary(  205): out_set_parameters: enter: usecase(0: playback) kvpairs: routing=2 out->devices(2) adev->mode(0)
I/vgn     (  987): 45-xlb -- metadata{ service_id: 0 }
I/vgn     (  987): 45-xlb -- metadata{ service_id: 0 }
I/EventLogSendingHelper(15005): Sending log events.
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/cr_Autocomplete( 6540): stopping autocomplete.
D/audio_hw_primary(  205): out_set_parameters: enter: usecase(0: playback) kvpairs: routing=2 out->devices(2) adev->mode(0)
I/vgn     (  987): 45-xlb -- metadata{ service_id: 0 }
I/vgn     (  987): 45-xlb -- metadata{ service_id: 0 }
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/cr_Autocomplete( 6540): stopping autocomplete.
D/audio_hw_primary(  205): out_set_parameters: enter: usecase(0: playback) kvpairs: routing=2 out->devices(2) adev->mode(0)
I/vgn     (  987): 45-xlb -- metadata{ service_id: 0 }
W/native  (15005): phrase_compiler.cc:436 Phrase not compiled:
W/native  (15005): written_phrase {
W/native  (15005):   weight: 1
W/native  (15005):   written_word: "google+"
W/native  (15005):   original_phrase: "Google+"
W/native  (15005): }
W/native  (15005): 
W/native  (15005): Unknown grapheme: '+'
I/ContextCompilationHandl(15005): Compiling grammar for: en-US, type=MUSIC_NAMES
I/Icing   (  987): IndexChimeraService.getServiceInterface callingPackage=com.google.android.googlequicksearchbox componentName=null serviceId=33
I/Icing   (  987): IndexChimeraService.getServiceInterface callingPackage=com.google.android.googlequicksearchbox componentName=null serviceId=32
I/Icing   (  987): Query from package: com.google.android.googlequicksearchbox, component: null, restrict package: com.google.android.music, start: 0, num: 500
I/vgn     (  965): 19-GetFileDescriptorAndDelete -- metadata{ service_id: 0 }
I/Icing   (  987): Usage reports ok 0, Failed Usage reports 0, indexed 0, rejected 0, imm upload true
I/Icing   (  987): IndexChimeraService.getServiceInterface callingPackage=com.google.android.googlequicksearchbox componentName=null serviceId=33
I/Icing   (  987): IndexChimeraService.getServiceInterface callingPackage=com.google.android.googlequicksearchbox componentName=null serviceId=32
I/Icing   (  987): Query from package: com.google.android.googlequicksearchbox, component: null, restrict package: com.google.android.music, start: 0, num: 100
I/Icing   (  987): IndexChimeraService.getServiceInterface callingPackage=com.google.android.googlequicksearchbox componentName=null serviceId=33
I/Icing   (  987): IndexChimeraService.getServiceInterface callingPackage=com.google.android.googlequicksearchbox componentName=null serviceId=32
I/Icing   (  987): Query from package: com.google.android.googlequicksearchbox, component: null, restrict package: com.google.android.music, start: 0, num: 100
I/Icing   (  987): IndexChimeraService.getServiceInterface callingPackage=com.google.android.googlequicksearchbox componentName=null serviceId=33
I/Icing   (  987): IndexChimeraService.getServiceInterface callingPackage=com.google.android.googlequicksearchbox componentName=null serviceId=32
I/art     (  965): Explicit concurrent mark sweep GC freed 146300(7MB) AllocSpace objects, 9(768KB) LOS objects, 33% free, 31MB/47MB, paused 786us total 210.618ms
I/vgn     (  965): 19-GetFileDescriptorAndDelete -- metadata{ service_id: 0 }
I/Icing   (  987): Query from package: com.google.android.googlequicksearchbox, component: null, restrict package: com.google.android.music, start: 0, num: 100
I/Icing   (  987): Usage reports ok 0, Failed Usage reports 0, indexed 0, rejected 0, imm upload true
I/vgn     (  965): 19-GetFileDescriptorAndDelete -- metadata{ service_id: 0 }
I/Icing   (  987): Usage reports ok 0, Failed Usage reports 0, indexed 0, rejected 0, imm upload true
I/ContextCompilationHandl(15005): Recognition context unchanged for MUSIC_NAMES en-US
I/vgn     (  965): 19-GetFileDescriptorAndDelete -- metadata{ service_id: 0 }
I/Icing   (  987): Usage reports ok 0, Failed Usage reports 0, indexed 0, rejected 0, imm upload true
I/vgn     (  965): 19-GetFileDescriptorAndDelete -- metadata{ service_id: 0 }
I/Icing   (  987): Usage reports ok 0, Failed Usage reports 0, indexed 0, rejected 0, imm upload true
I/vgn     (  965): 19-GetFileDescriptorAndDelete -- metadata{ service_id: 0 }
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
I/Icing   (  987): Usage reports ok 0, Failed Usage reports 0, indexed 0, rejected 0, imm upload true
I/vgn     (  965): 19-GetFileDescriptorAndDelete -- metadata{ service_id: 0 }
I/Icing   (  987): Usage reports ok 0, Failed Usage reports 0, indexed 0, rejected 0, imm upload true
I/vgn     (  965): 19-GetFileDescriptorAndDelete -- metadata{ service_id: 0 }
I/Icing   (  987): Usage reports ok 0, Failed Usage reports 0, indexed 0, rejected 0, imm upload true
W/cr_Autocomplete( 6540): stopping autocomplete.
D/audio_hw_primary(  205): out_set_parameters: enter: usecase(0: playback) kvpairs: routing=2 out->devices(2) adev->mode(0)
W/cr_Autocomplete( 6540): stopping autocomplete.
D/audio_hw_primary(  205): out_set_parameters: enter: usecase(0: playback) kvpairs: routing=2 out->devices(2) adev->mode(0)
I/vgn     (  987): 45-xlb -- metadata{ service_id: 0 }
E/System  ( 6540): Uncaught exception thrown by finalizer
E/System  ( 6540): java.lang.IllegalStateException: Warning: Router objects should be explicitly closed when no longer required otherwise you may leak handles.
E/System  ( 6540): 	at org.chromium.mojo.bindings.AutoCloseableRouter.finalize(AutoCloseableRouter.java:18)
E/System  ( 6540): 	at java.lang.Daemons$FinalizerDaemon.doFinalize(Daemons.java:191)
E/System  ( 6540): 	at java.lang.Daemons$FinalizerDaemon.run(Daemons.java:174)
E/System  ( 6540): 	at java.lang.Thread.run(Thread.java:818)
I/vgn     (  987): 45-xlb -- metadata{ service_id: 0 }
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
I/chromium( 6540): [INFO:CONSOLE(2)] "STARTME---1528994684892", source: http://localhost:8000/cputest_date.js (2)
I/chromium( 6540): [INFO:CONSOLE(6)] "STOPME---1528994685060", source: http://localhost:8000/cputest_date.js (6)
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
E/WifiStateMachine(  451): WifiStateMachine CMD_START_SCAN source -2 txSuccessRate=10.53 rxSuccessRate=12.26 targetRoamBSSID=any RSSI=-57
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/GmsLocationProvider(15005): Error removing location updates: 16
E/SQLiteLog(  965): (2067) abort at 35 in [INSERT INTO context(context_name,end_time,context_family,module_id,version,sync_state_mod_time_millis,start_time,sync_state,context_id,time_type,proto_blob) VALUES (?,?,?,?,?,?,?,?,?,?,?)]: UNI
E/SQLiteLog(  965): (2067) abort at 35 in [INSERT INTO context(context_name,end_time,context_family,module_id,version,sync_state_mod_time_millis,start_time,sync_state,context_id,time_type,proto_blob) VALUES (?,?,?,?,?,?,?,?,?,?,?)]: UNI
E/SQLiteLog(  965): (2067) abort at 35 in [INSERT INTO context(context_name,end_time,context_family,module_id,version,sync_state_mod_time_millis,start_time,sync_state,context_id,time_type,proto_blob) VALUES (?,?,?,?,?,?,?,?,?,?,?)]: UNI
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
I/ActivityManager(  451): Start proc 6923:com.android.chrome:sandboxed_process3/u0i762 for service com.android.chrome/org.chromium.content.app.SandboxedProcessService3
W/dboxed_process3( 6923): type=1400 audit(0.0:903): avc: denied { search } for name="tmp" dev="dm-0" ino=49 scontext=u:r:isolated_app:s0 tcontext=u:object_r:shell_data_file:s0 tclass=dir permissive=0
I/cr_ChildProcessService( 6923): Creating new ChildProcessService pid=6923
I/cr_LibraryLoader( 6923): Using linker: org.chromium.base.library_loader.LegacyLinker
W/linker  ( 6923): libchromium_android_linker.so: unused DT entry: type 0x6ffffffe arg 0xce8
W/linker  ( 6923): libchromium_android_linker.so: unused DT entry: type 0x6fffffff arg 0x3
I/cr_LibraryLoader( 6923): Loading chrome from within /data/app/com.android.chrome-2/base.apk
I/cr_LibraryLoader( 6923): Time to load native libraries: 39 ms (timestamps 9744-9783)
I/chromium( 6923): [INFO:library_loader_hooks.cc(136)] Chromium logging enabled: level = 0, default verbosity = 0
I/cr_LibraryLoader( 6923): Expected native library version number "61.0.3163.98", actual native library version number "61.0.3163.98"
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
I/chromium( 6923): [INFO:child_process_service_impl.cc(70)] ChildProcessServiceImpl: Exiting child process.
W/libprocessgroup(  451): failed to open /acct/uid_10035/pid_6923/cgroup.procs: No such file or directory
I/ActivityManager(  451): Process com.android.chrome:sandboxed_process3 (pid 6923) has died
W/ActivityManager(  451): Scheduling restart of crashed service com.android.chrome/org.chromium.content.app.SandboxedProcessService3 in 1000ms
W/cr_ChildProcessConn( 6540): onServiceDisconnected (crash or killed by oom): pid=6923
W/chromium( 6540): [WARNING:compositor_view.cc(255)] Child process disconnected (type=6) pid=6923)
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
E/WifiStateMachine(  451): WifiStateMachine CMD_START_SCAN source -2 txSuccessRate=3.13 rxSuccessRate=2.13 targetRoamBSSID=any RSSI=-57
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
I/Icing   (  987): IndexChimeraService.getServiceInterface callingPackage=com.android.chrome componentName=null serviceId=36
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
I/vgn     (  965): 19-GetFileDescriptorAndDelete -- metadata{ service_id: 0 }
I/Icing   (  987): Usage reports ok 0, Failed Usage reports 0, indexed 0, rejected 0, imm upload false
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
I/Icing   (  987): Indexing 94FBE96EEF13B8AC56FE8C01687FD8A6012559AC from com.android.chrome
I/Icing   (  987): Indexing done 94FBE96EEF13B8AC56FE8C01687FD8A6012559AC
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Settings( 3458): Setting http_proxy has moved from android.provider.Settings.Secure to android.provider.Settings.Global.
E/WifiStateMachine(  451): WifiStateMachine CMD_START_SCAN source -2 txSuccessRate=0.28 rxSuccessRate=0.33 targetRoamBSSID=any RSSI=-57
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
D/AndroidRuntime( 7065): >>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<
D/AndroidRuntime( 7065): CheckJNI is OFF
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
D/AndroidRuntime( 7065): Calling main entry com.android.commands.am.Am
I/Trepn   ( 5683): Trepn 6.2s: Received intent: com.quicinc.trepn.stop_profiling
I/Trepn   ( 5683): Trepn 6.2s: Trepn has Stopped Profiling.
D/AndroidRuntime( 7065): Shutting down VM
D/AndroidRuntime( 7094): >>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<
D/AndroidRuntime( 7094): CheckJNI is OFF
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
D/AndroidRuntime( 7094): Calling main entry com.android.commands.am.Am
I/ActivityManager(  451): Force stopping com.android.chrome appid=10035 user=0: from pid 7094
I/ActivityManager(  451): Killing 6608:com.android.chrome:privileged_process0/u0a35 (adj 0): stop com.android.chrome
W/cr_ChildProcessConn( 6540): onServiceDisconnected (crash or killed by oom): pid=6608
W/chromium( 6540): [WARNING:compositor_view.cc(255)] Child process disconnected (type=9) pid=6608)
W/ActivityManager(  451): Scheduling restart of crashed service com.android.chrome/org.chromium.content.app.PrivilegedProcessService0 in 1000ms
I/ActivityManager(  451): Killing 6540:com.android.chrome/u0a35 (adj 0): stop com.android.chrome
D/ConnectivityService(  451): ConnectivityService NetworkRequestInfo binderDied(NetworkRequest [ id=708, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ], android.os.BinderProxy@14cd9bd1)
D/ConnectivityService(  451): releasing NetworkRequest NetworkRequest [ id=708, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
I/WindowState(  451): WIN DEATH: Window{2cecd5ff u0 com.android.chrome/org.chromium.chrome.browser.ChromeTabbedActivity}
W/WindowManager(  451): Force-removing child win Window{28edf3fc u0 SurfaceView} from container Window{2cecd5ff u0 com.android.chrome/org.chromium.chrome.browser.ChromeTabbedActivity}
